author,title,description,content
Bruce Campion Smith Ottawa Bureau,Chief public health officer says Canadians all need to act now to slow COVID 19 spread,Prime Minister Justin Trudeau has not ruled out closing borders ,OTTAWA  We all need to act now Dr  Theresa Tam  Canadas chief public health officer  issued an urgent call Sunday for Canadians to change their behaviour as she warned that Canada has little time left to prevent a sharp increase in the number of cases o  5806 chars 
Alex Boutilier Ottawa Bureau Robert Benzie Queen s Park Bureau Chief,As COVID 19 crisis deepens  provinces look to Ottawa for direction,Provincial governments are looking to Ottawa for more direction as the country attempts to manage the COVID 19 pandemic  with one premier asking the federal government to declare a national state of emergency ,OTTAWAProvincial governments are looking to Ottawa for more direction as the country attempts to manage the COVID 19 pandemic through a patchwork of provincial responses New Brunswick Premier Blaine Higgs told reporters Monday the federal government should  3777 chars 
,Remote work tech companies prepare for surge in customers amid COVID 19 outbreak   CityNews Vancouver,TORONTO  Technology companies operating in Canada and specializing in remote work say theyre bracing for a spike in inquiries  sales and users amid an outbreak of a novel coronavirus  They say their phones have been ringing constantly  sales teams are busy ,TORONTO Technology companies operating in Canada and specializing in remote work say theyre bracing for a spike in inquiries  sales and users amid an outbreak of a novel coronavirus They say their phones have been ringing constantly  sales teams are busy he  4320 chars 
Michael Johnston,Sunday Support Group  Readings  OT ,A few reading suggestions for those who are dutifully sheltering  The first one is just a few paragraphs long  I tried but couldn t secure permission to reprint those paragraphs  so here s what you ll have to do if you want to ,A few reading suggestions for those who are dutifully sheltering  The first one is just a few paragraphs long  I tried but couldn t secure permission to reprint those paragraphs  so here s what you ll have to do if you want to read them  First  go to Amazon  4185 chars 
Anne Alexander,Hello from My Home  Anne Alexander Announces Free Mindfulness Resources from Mindful org,Mindful s Content Director Anne Alexander reminds us that we have the innate ability to practice mindfulness  work co operatively  and live in community in the truest sense of the word  The post Hello from My Home  Anne Alexander Announces Free Mindfulness Re,Hello from my home in Allentown PA  I hope you are hunkering down safely wherever this finds you We are in some seriously wild days Waves of anxiety  fear  confusion  anger  sadness  loss are spreading  Uncertainty brings that to our doorstep With mindf  2903 chars 
Johanna Read,Road trip itinerary for Nova Scotia,Grab a few friends  gas up the car  and point your compass north  The post Road trip itinerary for seeing the best of Nova Scotia appeared first on Matador Network ,Take in Nova Scotias best by checking out the province on a road trip  After all  Halifax  the provinces capital  is an easy days drive from Bangor  Maine  whether or not you take the Bar Harbor Yarmouth ferry  If your 2020 travel goals include flying les  6912 chars 
Aisha Malik,Eastlink implements new safety measures amid COVID 19 pandemic,Halifax based Eastlink has implemented several new measures to keep employees and customers safe amid the ongoing COVID 19 pandemic  The carrier is now conducting driveway assessments to prevent the need for technicians to enter customers homes  Eastlink s,
MedAnthro Theory,Analysing Critique on Ptsd in an Attempt to Bridge Anthropology and Psychiatry,When posttraumatic stress disorder  PTSD  entered the DSM  support for the diagnosis was a critical part of advocacy for Vietnam veterans  The post Analysing Critique on Ptsd in an Attempt to Bridge Anthropology and Psychiatry appeared first on The Good Men P,Abstract When posttraumatic stress disorder  PTSD  entered the DSM  support for the diagnosis was a critical part of advocacy for Vietnam veterans  Over the next two decades  the range of contexts in which this clinical concept was applied increased dramati  41477 chars 
mtdearing,I Dont Believe in Electrons,What does it mean to believe in science  Does this notion of belief even make sense  or are scientists just supposed to be skeptics that question everything for all time  until we somehow arrive at some notion of Truth  And  what is science  anyway ,By Russell Anderson  Director at Transaction Analytics Ltd So  I was sitting in a staff meeting in the Department of Evolutionary Biology at the University of California  The big concern for the week was that the campus was being overrun by Christians  Stev  17153 chars 
bringatrailer,Question of the Week  What Restricted Vehicle Are You Waiting to Import ,Last week we asked you about your favorite driving music and the hits kept rolling in  This week we re interested in the forbidden fruit that fuel your foreign car dreams  It s our BaT Question of the Week  What Restricted Vehicle Are You Waiting to Import ,Last week we asked you about your favorite driving music and the hits kept rolling in This week were interested in the forbidden fruit that fuel your foreign car dreams  Its our BaT Question of the Week  What Restricted Vehicle Are You Waiting to Import   9088 chars 
